energy;Mean_Abs_SHAP
2.12;0.0
2.14;0.0
2.16;0.0
2.18;0.0
2.2;0.0
2.22;0.0
2.24;0.0
2.26;0.0
2.28;0.0
2.3;0.0010196919242040014
2.32;0.0007628166304868034
2.34;0.0
2.36;0.0
2.38;0.0
2.4;0.0
2.42;0.0
2.44;0.0
2.46;0.0
2.48;0.0003786380743699633
2.5;0.0012525171976929127
2.52;0.0013300124613421565
2.54;0.0
2.56;0.0
2.58;0.0036434482009143226
2.6;0.0
2.62;0.0033037814618645375
2.64;0.0
2.66;0.0
2.68;0.0
2.7;0.0
2.72;0.0
2.74;0.0
2.76;0.00018841361415895767
2.78;0.0
2.8;0.0
2.82;0.0
2.84;0.0
2.86;0.0
2.88;0.0
2.9;0.0
2.92;0.0
2.94;0.0
2.96;0.0
2.98;0.0
3;0.0
3.02;0.0
3.04;0.0
3.06;0.0
3.08;0.0
3.1;0.0
3.12;0.00018554623369728326
3.14;0.0
3.16;0.0
3.18;0.0006543338203867904
3.2;0.00045807953029856907
3.22;0.00024751826677997063
3.24;0.002877431174855304
3.26;0.0008463632313179912
3.28;0.0025049418496246034
3.3;0.0003145605174615501
3.32;0.0
3.34;0.005800321321621946
3.36;0.0
3.38;0.0
3.4;0.0
3.42;0.0
3.44;0.0
3.46;0.00015523732118126758
3.48;0.0
3.5;0.0
3.52;0.00040749447199034514
3.54;0.0
3.56;0.0
3.58;0.0014723591901994691
3.6;0.0
3.62;0.0006189835662403101
3.64;0.00010571866744169652
3.66;0.00021386283121267635
3.68;0.0010268024411844714
3.7;0.0025213395830437375
3.72;0.0011124792395411432
3.74;0.0
3.76;0.0
3.78;0.0
3.8;0.0
3.82;0.00019457668582451403
3.84;0.0
3.86;0.0
3.88;0.0
3.9;0.0
3.92;0.00018768740978933427
3.94;0.0
3.96;0.00030644911099390724
3.98;0.0
4;0.0
4.02;0.0
4.04;0.0
4.06;0.0
4.08;0.0
4.1;0.0
4.12;0.0
4.14;0.0
4.16;0.0
4.18;0.0
4.2;0.0
4.22;0.0
4.24;0.0
4.26;0.0
4.28;0.0
4.3;0.0
4.32;0.0
4.34;0.0
4.36;0.0
4.38;0.0
4.4;0.0
4.42;0.0
4.44;0.0
4.46;0.0
4.48;0.0
4.5;0.0
4.52;0.0
4.54;0.0
